PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
860,3,male,,0,0,Regular,7.2292,,C,0
27,3,male,,0,0,Regular,7.225,,C,0
532,3,male,,0,0,Regular,7.2292,,C,0
355,3,male,,0,0,Regular,7.225,,C,0
379,3,male,20,0,0,Regular,4.0125,,C,0
20,3,female,,0,0,Regular,7.225,,C,1
256,3,female,29,0,2,Regular,15.2458,,C,1
40,3,female,14,1,0,Regular,11.2417,,C,1
126,3,male,12,1,0,Regular,11.2417,,C,1
382,3,female,1,0,2,Regular,15.7417,,C,1
623,3,male,20,1,1,Regular,15.7417,,C,1
621,3,male,27,1,0,Regular,14.4542,,C,0
831,3,female,15,1,0,Regular,14.4542,,C,1
66,3,male,,1,1,Regular,15.2458,,C,1
710,3,male,,1,1,Regular,15.2458,,C,1
49,3,male,,2,0,Regular,21.6792,,C,0
763,3,male,20,0,0,Regular,7.2292,,C,1
599,3,male,,0,0,Regular,7.225,,C,0
112,3,female,14.5,1,0,Regular,14.4542,,C,0
241,3,female,,1,0,Regular,14.4542,,C,0
449,3,female,5,2,1,Regular,19.2583,,C,1
470,3,female,0.75,2,1,Regular,19.2583,,C,1
645,3,female,0.75,2,1,Regular,19.2583,,C,1
859,3,female,24,0,3,Regular,19.2583,,C,1
876,3,female,15,0,0,Regular,7.225,,C,1
534,3,female,,0,2,Regular,22.3583,,C,1
61,3,male,22,0,0,Regular,7.2292,,C,0
833,3,male,,0,0,Regular,7.2292,,C,0
694,3,male,25,0,0,Regular,7.225,,C,0
774,3,male,,0,0,Regular,7.225,,C,0
37,3,male,,0,0,Regular,7.2292,,C,1
141,3,female,,0,2,Regular,15.2458,,C,0
853,3,female,9,1,1,Regular,15.2458,,C,0
74,3,male,26,1,0,Regular,14.4542,,C,0
844,3,male,34.5,0,0,Regular,6.4375,,C,0
799,3,male,30,0,0,Regular,7.2292,,C,0
569,3,male,,0,0,Regular,7.2292,,C,0
781,3,female,13,0,0,Regular,7.2292,,C,1
579,3,female,,1,0,Regular,14.4583,,C,0
533,3,male,17,1,1,Regular,7.2292,,C,0
363,3,female,45,0,1,Regular,14.4542,,C,0
703,3,female,18,0,1,Regular,14.4542,,C,0
297,3,male,23.5,0,0,Regular,7.2292,,C,0
245,3,male,30,0,0,Regular,7.225,,C,0
353,3,male,15,1,1,Regular,7.2292,,C,0
58,3,male,28.5,0,0,Regular,7.2292,,C,0
208,3,male,26,0,0,Regular,18.7875,,C,1
732,3,male,11,0,0,Regular,18.7875,,C,0
525,3,male,,0,0,Regular,7.2292,,C,0
544,2,male,32,1,0,Regular,26,,S,1
547,2,female,19,1,0,Regular,26,,S,1
54,2,female,29,1,0,Regular,26,,S,1
585,3,male,,0,0,Regular,8.7125,,C,0
478,3,male,29,1,0,Regular,7.0458,,S,0
811,3,male,26,0,0,Regular,7.8875,,S,0
177,3,male,,3,1,Regular,25.4667,,S,0
230,3,female,,3,1,Regular,25.4667,,S,0
410,3,female,,3,1,Regular,25.4667,,S,0
486,3,female,,3,1,Regular,25.4667,,S,0
484,3,female,63,0,0,Regular,9.5875,,S,1
504,3,female,37,0,0,Regular,9.5875,,S,0
114,3,female,20,1,0,Regular,9.825,,S,0
403,3,female,21,1,0,Regular,9.825,,S,0
678,3,female,18,0,0,Regular,9.8417,,S,1
198,3,male,42,0,1,Regular,8.4042,,S,0
683,3,male,20,0,0,Regular,9.225,,S,0
351,3,male,23,0,0,Regular,9.225,,S,0
139,3,male,16,0,0,Regular,9.2167,,S,0
877,3,male,20,0,0,Regular,9.8458,,S,0
104,3,male,33,0,0,Regular,8.6542,,S,0
714,3,male,29,0,0,Regular,9.4833,,S,0
41,3,female,40,1,0,Regular,9.475,,S,0
883,3,female,22,0,0,Regular,10.5167,,S,0
475,3,female,22,0,0,Regular,9.8375,,S,0
339,3,male,45,0,0,Regular,8.05,,S,1
770,3,male,32,0,0,Regular,8.3625,,S,0
653,3,male,21,0,0,Regular,8.4333,,S,0
301,3,female,,0,0,Regular,7.75,,Q,1
42,2,female,27,1,0,Regular,21,,S,0
118,2,male,29,1,0,Regular,21,,S,0
723,2,male,34,0,0,Regular,13,,S,0
791,3,male,,0,0,Regular,7.75,,Q,0
48,3,female,,0,0,Regular,7.75,,Q,1
574,3,female,,0,0,Regular,7.75,,Q,1
369,3,female,,0,0,Regular,7.75,,Q,1
589,3,male,22,0,0,Regular,8.05,,S,0
307,1,female,,0,0,Regular,110.8833,,C,1
291,1,female,26,0,0,Regular,78.85,,S,1
823,1,male,38,0,0,Regular,0,,S,0
223,3,male,51,0,0,Regular,8.05,,S,0
507,2,female,33,0,2,Regular,26,,S,1
531,2,female,2,1,1,Regular,26,,S,1
237,2,male,44,1,0,Regular,26,,S,0
388,2,female,36,0,0,Regular,13,,S,1
862,2,male,21,1,0,Regular,11.5,,S,0
813,2,male,35,0,0,Regular,10.5,,S,0
796,2,male,39,0,0,Regular,13,,S,0
417,2,female,34,1,1,Regular,32.5,,S,1
419,2,male,30,0,0,Regular,13,,S,0
398,2,male,46,0,0,Regular,26,,S,0
583,2,male,54,0,0,Regular,26,,S,0
192,2,male,19,0,0,Regular,13,,S,0
734,2,male,23,0,0,Regular,13,,S,0
406,2,male,34,1,0,Regular,21,,S,0
239,2,male,19,0,0,Regular,10.5,,S,0
318,2,male,54,0,0,Regular,14,,S,0
751,2,female,4,1,1,Regular,23,,S,1
530,2,male,23,2,1,Regular,11.5,,S,0
775,2,female,54,1,3,Regular,23,,S,1
408,2,male,3,1,1,Regular,18.75,,S,1
438,2,female,24,2,3,Regular,18.75,,S,1
832,2,male,0.83,1,1,Regular,18.75,,S,1
758,2,male,18,0,0,Regular,11.5,,S,0
671,2,female,40,1,1,Regular,39,,S,1
685,2,male,60,1,1,Regular,39,,S,0
659,2,male,23,0,0,Regular,13,,S,0
477,2,male,34,1,0,Regular,21,,S,0
727,2,female,30,3,0,Regular,21,,S,1
620,2,male,26,0,0,Regular,10.5,,S,0
347,2,female,40,0,0,Regular,13,,S,1
157,3,female,16,0,0,Regular,7.7333,,Q,1
698,3,female,,0,0,Regular,7.7333,,Q,1
469,3,male,,0,0,Regular,7.725,,Q,0
719,3,male,,0,0,Regular,15.5,,Q,0
704,3,male,25,0,0,Regular,7.7417,,Q,0
779,3,male,,0,0,Regular,7.7375,,Q,0
728,3,female,,0,0,Regular,7.7375,,Q,1
857,1,female,45,1,1,Regular,164.8667,,S,1
625,3,male,21,0,0,Regular,16.1,,S,0
736,3,male,28.5,0,0,Regular,16.1,,S,0
452,3,male,,1,0,Regular,19.9667,,S,0
491,3,male,,1,0,Regular,19.9667,,S,0
445,3,male,,0,0,Regular,8.1125,,S,1
605,1,male,35,0,0,Regular,26.55,,C,1
508,1,male,,0,0,Regular,26.55,,S,1
188,1,male,45,0,0,Regular,26.55,,S,1
634,1,male,,0,0,Regular,0,,S,0
767,1,male,,0,0,Regular,39.6,,C,0
84,1,male,28,0,0,Regular,47.1,,S,0
709,1,female,22,0,0,Regular,151.55,,S,1
36,1,male,42,1,0,Regular,52,,S,0
384,1,female,35,1,0,Regular,52,,S,1
468,1,male,56,0,0,Regular,26.55,,S,0
448,1,male,34,0,0,Regular,26.55,,S,1
603,1,male,,0,0,Regular,42.4,,S,0
271,1,male,,0,0,Regular,31,,S,0
843,1,female,30,0,0,Regular,31,,C,1
695,1,male,60,0,0,Regular,26.55,,S,0
608,1,male,27,0,0,Regular,30.5,,S,1
556,1,male,62,0,0,Regular,26.55,,S,0
887,2,male,27,0,0,Regular,13,,S,0
563,2,male,28,0,0,Regular,13.5,,S,0
627,2,male,57,0,0,Regular,12.35,,Q,0
222,2,male,27,0,0,Regular,13,,S,0
616,2,female,24,1,2,Regular,65,,S,1
755,2,female,48,1,2,Regular,65,,S,1
707,2,female,45,0,0,Regular,13.5,,S,1
519,2,female,36,1,0,Regular,26,,S,1
134,2,female,29,1,0,Regular,26,,S,1
345,2,male,36,0,0,Regular,13,,S,0
260,2,female,50,0,1,Regular,26,,S,1
881,2,female,25,0,1,Regular,26,,S,1
444,2,female,28,0,0,Regular,13,,S,1
99,2,female,34,0,1,Regular,23,,S,1
652,2,female,18,0,1,Regular,23,,S,1
145,2,male,18,0,0,Regular,11.5,,S,0
735,2,male,23,0,0,Regular,13,,S,0
865,2,male,24,0,0,Regular,13,,S,0
464,2,male,48,0,0,Regular,13,,S,0
191,2,female,32,0,0,Regular,13,,S,1
667,2,male,25,0,0,Regular,13,,S,0
323,2,female,30,0,0,Regular,12.35,,Q,1
229,2,male,18,0,0,Regular,13,,S,0
866,2,female,42,0,0,Regular,13,,S,1
729,2,male,25,1,0,Regular,26,,S,0
233,2,male,59,0,0,Regular,13.5,,S,0
587,2,male,47,0,0,Regular,15,,S,0
636,2,female,28,0,0,Regular,13,,S,1
358,2,female,38,0,0,Regular,13,,S,0
10,2,female,14,1,0,Regular,30.0708,,C,1
123,2,male,32.5,1,0,Regular,30.0708,,C,0
581,2,female,25,1,1,Regular,30,,S,1
289,2,male,42,0,0,Regular,13,,S,1
278,2,male,,0,0,Regular,0,,S,0
414,2,male,,0,0,Regular,0,,S,0
467,2,male,,0,0,Regular,0,,S,0
482,2,male,,0,0,Regular,0,,S,0
733,2,male,,0,0,Regular,0,,S,0
675,2,male,,0,0,Regular,0,,S,0
21,2,male,35,0,0,Regular,26,,S,0
792,2,male,16,0,0,Regular,26,,S,0
400,2,female,28,0,0,Regular,12.65,,S,1
218,2,male,42,1,0,Regular,27,,S,0
601,2,female,24,2,1,Regular,27,,S,1
577,2,female,34,0,0,Regular,13,,S,1
250,2,male,54,1,0,Regular,26,,S,0
855,2,female,44,1,0,Regular,26,,S,0
674,2,male,31,0,0,Regular,13,,S,1
399,2,male,23,0,0,Regular,10.5,,S,0
150,2,male,42,0,0,Regular,13,,S,0
552,2,male,27,0,0,Regular,26,,S,0
344,2,male,25,0,0,Regular,13,,S,0
100,2,male,34,1,0,Regular,26,,S,0
317,2,female,24,1,0,Regular,26,,S,1
18,2,male,,0,0,Regular,13,,S,1
16,2,female,55,0,0,Regular,16,,S,1
809,2,male,39,0,0,Regular,13,,S,0
597,2,female,,0,0,Regular,33,,S,1
721,2,female,6,0,1,Regular,33,,S,1
849,2,male,28,0,1,Regular,33,,S,0
696,2,male,52,0,0,Regular,13.5,,S,0
79,2,male,0.83,0,2,Regular,29,,S,1
324,2,female,22,1,1,Regular,29,,S,1
343,2,male,28,0,0,Regular,13,,S,0
200,2,female,24,0,0,Regular,13,,S,0
724,2,male,50,0,0,Regular,13,,S,0
273,2,female,41,0,1,Regular,19.5,,S,1
447,2,female,13,0,1,Regular,19.5,,S,1
214,2,male,30,0,0,Regular,13,,S,0
715,2,male,52,0,0,Regular,13,,S,0
801,2,male,34,0,0,Regular,13,,S,0
748,2,female,30,0,0,Regular,13,,S,1
248,2,female,24,0,2,Regular,14.5,,S,1
756,2,male,0.67,1,1,Regular,14.5,,S,1
313,2,female,26,1,1,Regular,26,,S,0
418,2,female,18,0,2,Regular,13,,S,1
179,2,male,30,0,0,Regular,13,,S,0
428,2,female,19,0,0,Regular,26,,S,1
706,2,male,39,0,0,Regular,26,,S,0
108,3,male,,0,0,Regular,7.775,,S,1
409,3,male,21,0,0,Regular,7.775,,S,0
668,3,male,,0,0,Regular,7.775,,S,0
159,3,male,,0,0,Regular,8.6625,,S,0
423,3,male,29,0,0,Regular,7.875,,S,0
535,3,female,30,0,0,Regular,8.6625,,S,0
501,3,male,17,0,0,Regular,8.6625,,S,0
350,3,male,42,0,0,Regular,8.6625,,S,0
472,3,male,38,0,0,Regular,8.6625,,S,0
845,3,male,17,0,0,Regular,8.6625,,S,0
164,3,male,17,0,0,Regular,8.6625,,S,0
726,3,male,20,0,0,Regular,8.6625,,S,0
405,3,female,20,0,0,Regular,8.6625,,S,0
837,3,male,21,0,0,Regular,8.6625,,S,0
822,3,male,27,0,0,Regular,8.6625,,S,1
70,3,male,26,2,0,Regular,8.6625,,S,0
185,3,female,4,0,2,Regular,22.025,,S,1
471,3,male,,0,0,Regular,7.25,,S,0
373,3,male,19,0,0,Regular,8.05,,S,0
113,3,male,22,0,0,Regular,8.05,,S,0
6,3,male,,0,0,Regular,8.4583,,Q,0
503,3,female,,0,0,Regular,7.6292,,Q,0
654,3,female,,0,0,Regular,7.8292,,Q,1
23,3,female,15,0,0,Regular,8.0292,,Q,1
359,3,female,,0,0,Regular,7.8792,,Q,1
83,3,female,,0,0,Regular,7.7875,,Q,1
681,3,female,,0,0,Regular,8.1375,,Q,0
45,3,female,19,0,0,Regular,7.8792,,Q,1
29,3,female,,0,0,Regular,7.8792,,Q,1
553,3,male,,0,0,Regular,7.8292,,Q,0
360,3,female,,0,0,Regular,7.8792,,Q,1
630,3,male,,0,0,Regular,7.7333,,Q,0
750,3,male,31,0,0,Regular,7.75,,Q,0
33,3,female,,0,0,Regular,7.75,,Q,1
281,3,male,65,0,0,Regular,7.75,,Q,0
402,3,male,26,0,0,Regular,8.05,,S,0
677,3,male,24.5,0,0,Regular,8.05,,S,0
416,3,female,,0,0,Regular,8.05,,S,0
107,3,female,21,0,0,Regular,7.65,,S,1
90,3,male,24,0,0,Regular,8.05,,S,0
91,3,male,29,0,0,Regular,8.05,,S,0
327,3,male,61,0,0,Regular,6.2375,,S,0
560,3,female,36,1,0,Regular,17.4,,S,1
19,3,female,31,1,0,Regular,18,,S,0
39,3,female,18,2,0,Regular,18,,S,0
334,3,male,16,2,0,Regular,18,,S,0
874,3,male,47,0,0,Regular,9,,S,0
81,3,male,22,0,0,Regular,9,,S,0
442,3,male,20,0,0,Regular,9.5,,S,0
201,3,male,28,0,0,Regular,9.5,,S,0
420,3,female,10,0,2,Regular,24.15,,S,0
596,3,male,36,1,1,Regular,24.15,,S,0
800,3,female,30,1,1,Regular,24.15,,S,0
287,3,male,30,0,0,Regular,9.5,,S,1
869,3,male,,0,0,Regular,9.5,,S,0
283,3,male,16,0,0,Regular,9.5,,S,0
82,3,male,29,0,0,Regular,9.5,,S,1
753,3,male,33,0,0,Regular,9.5,,S,0
771,3,male,24,0,0,Regular,9.5,,S,0
356,3,male,28,0,0,Regular,9.5,,S,0
852,3,male,74,0,0,Regular,7.775,,S,0
130,3,male,45,0,0,Regular,6.975,,S,0
720,3,male,33,0,0,Regular,7.775,,S,0
806,3,male,31,0,0,Regular,7.775,,S,0
407,3,male,51,0,0,Regular,7.75,,S,0
232,3,male,29,0,0,Regular,7.775,,S,0
163,3,male,26,0,0,Regular,7.775,,S,0
380,3,male,19,0,0,Regular,7.775,,S,0
247,3,female,25,0,0,Regular,7.775,,S,0
277,3,female,45,0,0,Regular,7.75,,S,0
765,3,male,16,0,0,Regular,7.775,,S,0
443,3,male,25,1,0,Regular,7.775,,S,0
26,3,female,38,1,5,Regular,31.3875,,S,1
183,3,male,9,4,2,Regular,31.3875,,S,0
234,3,female,5,4,2,Regular,31.3875,,S,1
262,3,male,3,4,2,Regular,31.3875,,S,1
776,3,male,18,0,0,Regular,7.75,,S,0
424,3,female,28,1,1,Regular,14.4,,S,0
617,3,male,34,1,1,Regular,14.4,,S,0
142,3,female,22,0,0,Regular,7.75,,S,1
14,3,male,39,1,5,Regular,31.275,,S,0
120,3,female,2,4,2,Regular,31.275,,S,0
542,3,female,9,4,2,Regular,31.275,,S,0
